,name,image,depth
359,miami_1_3_H_4_000009,"[[[0.4392157  0.5686275  0.7137255 ]
  [0.44313726 0.5686275  0.7137255 ]
  [0.4392157  0.5686275  0.7176471 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.4392157  0.5686275  0.7137255 ]
  [0.4392157  0.5686275  0.7137255 ]
  [0.44313726 0.5686275  0.7176471 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.4392157  0.5647059  0.7137255 ]
  [0.4392157  0.5686275  0.7176471 ]
  [0.4392157  0.5686275  0.7176471 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.61960787 0.6156863  0.64705884]
  [0.6156863  0.6117647  0.6431373 ]
  [0.60784316 0.6039216  0.63529414]
  ...
  [0.5686275  0.5647059  0.58431375]
  [0.56078434 0.5568628  0.5764706 ]
  [0.56078434 0.5529412  0.5764706 ]]

 [[0.6117647  0.60784316 0.6392157 ]
  [0.60784316 0.6039216  0.63529414]
  [0.6039216  0.6        0.6313726 ]
  ...
  [0.57254905 0.5686275  0.5882353 ]
  [0.5647059  0.56078434 0.5803922 ]
  [0.56078434 0.5568628  0.5764706 ]]

 [[0.6039216  0.6        0.6313726 ]
  [0.6        0.59607846 0.627451  ]
  [0.6        0.59607846 0.627451  ]
  ...
  [0.5803922  0.57254905 0.5921569 ]
  [0.5686275  0.5647059  0.58431375]
  [0.5647059  0.5568628  0.5803922 ]]]","[[0.1882353  0.1882353  0.1882353  ... 0.         0.         0.        ]
 [0.1882353  0.1882353  0.1882353  ... 0.         0.         0.        ]
 [0.1882353  0.1882353  0.1882353  ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
360,miami_1_3_H_4_000010,"[[[0.42745098 0.53333336 0.6784314 ]
  [0.40392157 0.49803922 0.6392157 ]
  [0.24705882 0.32156864 0.45882353]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.42745098 0.53333336 0.6784314 ]
  [0.4        0.49019608 0.63529414]
  [0.22745098 0.3019608  0.4392157 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.42745098 0.5294118  0.6784314 ]
  [0.39607844 0.4862745  0.6313726 ]
  [0.21960784 0.29803923 0.43137255]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.6431373  0.6392157  0.67058825]
  [0.6431373  0.6392157  0.67058825]
  [0.6431373  0.6392157  0.67058825]
  ...
  [0.30588236 0.3137255  0.40392157]
  [0.30588236 0.3137255  0.40392157]
  [0.30588236 0.3137255  0.40392157]]

 [[0.6431373  0.6392157  0.67058825]
  [0.6431373  0.6392157  0.67058825]
  [0.6431373  0.6392157  0.67058825]
  ...
  [0.30588236 0.3137255  0.40392157]
  [0.30588236 0.3137255  0.40392157]
  [0.30588236 0.3137255  0.40392157]]

 [[0.6431373  0.6392157  0.67058825]
  [0.6431373  0.6392157  0.67058825]
  [0.6431373  0.6392157  0.67058825]
  ...
  [0.30588236 0.3137255  0.40392157]
  [0.30588236 0.3137255  0.40392157]
  [0.30588236 0.3137255  0.40392157]]]","[[0.18431373 0.18431373 0.18431373 ... 0.         0.         0.        ]
 [0.18431373 0.18431373 0.18431373 ... 0.         0.         0.        ]
 [0.18431373 0.18431373 0.18431373 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
361,miami_1_3_H_4_000011,"[[[0.39215687 0.49411765 0.63529414]
  [0.44705883 0.57254905 0.72156864]
  [0.43137255 0.5686275  0.7176471 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.3882353  0.49019608 0.6313726 ]
  [0.44705883 0.57254905 0.7176471 ]
  [0.42745098 0.5647059  0.7137255 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.3882353  0.49019608 0.6313726 ]
  [0.44705883 0.5686275  0.7176471 ]
  [0.42745098 0.5647059  0.7137255 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.6431373  0.63529414 0.6627451 ]
  [0.6392157  0.63529414 0.65882355]
  [0.63529414 0.6313726  0.654902  ]
  ...
  [0.20784314 0.23137255 0.33333334]
  [0.20784314 0.23137255 0.32941177]
  [0.20784314 0.23137255 0.32941177]]

 [[0.6392157  0.63529414 0.65882355]
  [0.63529414 0.6313726  0.654902  ]
  [0.63529414 0.6313726  0.654902  ]
  ...
  [0.20784314 0.23137255 0.33333334]
  [0.20784314 0.23137255 0.33333334]
  [0.20784314 0.23137255 0.32941177]]

 [[0.63529414 0.6313726  0.654902  ]
  [0.63529414 0.6313726  0.654902  ]
  [0.63529414 0.6313726  0.65882355]
  ...
  [0.20784314 0.23137255 0.33333334]
  [0.20784314 0.23137255 0.33333334]
  [0.20784314 0.23137255 0.33333334]]]","[[0.18039216 0.18039216 0.18039216 ... 0.         0.         0.        ]
 [0.18039216 0.18039216 0.18039216 ... 0.         0.         0.        ]
 [0.18039216 0.18039216 0.18039216 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
362,miami_1_3_H_4_000012,"[[[0.43529412 0.56078434 0.7058824 ]
  [0.44313726 0.56078434 0.7019608 ]
  [0.43529412 0.5647059  0.7058824 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.43529412 0.5568628  0.7058824 ]
  [0.44313726 0.56078434 0.7019608 ]
  [0.43529412 0.5647059  0.7058824 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.43529412 0.5568628  0.7058824 ]
  [0.44313726 0.56078434 0.7019608 ]
  [0.43529412 0.5647059  0.7058824 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.67058825 0.6666667  0.69803923]
  [0.67058825 0.6666667  0.69803923]
  [0.67058825 0.6666667  0.69803923]
  ...
  [0.16078432 0.17254902 0.24705882]
  [0.16078432 0.17254902 0.24705882]
  [0.15686275 0.17254902 0.24705882]]

 [[0.67058825 0.6666667  0.69803923]
  [0.67058825 0.6666667  0.69803923]
  [0.67058825 0.6666667  0.69803923]
  ...
  [0.16078432 0.17254902 0.2509804 ]
  [0.16078432 0.17254902 0.2509804 ]
  [0.16078432 0.17254902 0.2509804 ]]

 [[0.67058825 0.6666667  0.69803923]
  [0.67058825 0.6666667  0.69803923]
  [0.67058825 0.6666667  0.69803923]
  ...
  [0.16470589 0.17254902 0.2509804 ]
  [0.16470589 0.1764706  0.2509804 ]
  [0.16078432 0.1764706  0.2509804 ]]]","[[0.1764706  0.1764706  0.1764706  ... 0.         0.         0.        ]
 [0.1764706  0.1764706  0.1764706  ... 0.         0.         0.        ]
 [0.1764706  0.1764706  0.1764706  ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
363,miami_1_3_H_4_000013,"[[[0.43137255 0.5647059  0.70980394]
  [0.4392157  0.5686275  0.7137255 ]
  [0.40784314 0.5254902  0.65882355]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.43137255 0.5647059  0.70980394]
  [0.4392157  0.5686275  0.7137255 ]
  [0.4        0.5176471  0.6509804 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.43137255 0.5647059  0.70980394]
  [0.4392157  0.5647059  0.7137255 ]
  [0.39215687 0.5058824  0.6392157 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.6745098  0.67058825 0.7019608 ]
  [0.6784314  0.6745098  0.7058824 ]
  [0.6784314  0.6745098  0.7058824 ]
  ...
  [0.21176471 0.21960784 0.2901961 ]
  [0.21568628 0.21960784 0.2901961 ]
  [0.21568628 0.21960784 0.2901961 ]]

 [[0.6745098  0.67058825 0.7019608 ]
  [0.6745098  0.67058825 0.7019608 ]
  [0.6745098  0.67058825 0.7019608 ]
  ...
  [0.21176471 0.21568628 0.28627452]
  [0.21568628 0.21960784 0.2901961 ]
  [0.21568628 0.21960784 0.2901961 ]]

 [[0.6745098  0.67058825 0.7019608 ]
  [0.6745098  0.67058825 0.7019608 ]
  [0.6745098  0.67058825 0.7019608 ]
  ...
  [0.21176471 0.21568628 0.28627452]
  [0.21176471 0.21960784 0.28627452]
  [0.21568628 0.21960784 0.2901961 ]]]","[[0.17254902 0.17254902 0.17254902 ... 0.         0.         0.        ]
 [0.17254902 0.17254902 0.17254902 ... 0.         0.         0.        ]
 [0.17254902 0.17254902 0.17254902 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
364,miami_1_3_H_4_000014,"[[[0.29411766 0.40784314 0.53333336]
  [0.25490198 0.36862746 0.49019608]
  [0.27450982 0.38431373 0.49803922]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.31764707 0.43137255 0.5568628 ]
  [0.30588236 0.42352942 0.5411765 ]
  [0.30980393 0.41960785 0.5372549 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.35686275 0.47058824 0.59607846]
  [0.36078432 0.47843137 0.6       ]
  [0.34117648 0.45490196 0.57254905]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.6627451  0.65882355 0.6901961 ]
  [0.6627451  0.65882355 0.6901961 ]
  [0.6627451  0.65882355 0.6901961 ]
  ...
  [0.2627451  0.27450982 0.30588236]
  [0.2627451  0.27450982 0.30588236]
  [0.26666668 0.2784314  0.30588236]]

 [[0.6627451  0.65882355 0.6901961 ]
  [0.6627451  0.65882355 0.6901961 ]
  [0.6627451  0.65882355 0.6901961 ]
  ...
  [0.2627451  0.27450982 0.3019608 ]
  [0.2627451  0.27450982 0.30588236]
  [0.26666668 0.2784314  0.30588236]]

 [[0.6627451  0.65882355 0.6901961 ]
  [0.6627451  0.65882355 0.6901961 ]
  [0.6627451  0.65882355 0.6901961 ]
  ...
  [0.2627451  0.27450982 0.3019608 ]
  [0.2627451  0.27450982 0.30588236]
  [0.2627451  0.27450982 0.30588236]]]","[[0.16862746 0.16862746 0.16862746 ... 0.         0.         0.        ]
 [0.16862746 0.16862746 0.16862746 ... 0.         0.         0.        ]
 [0.16862746 0.16862746 0.16862746 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
365,miami_1_3_H_4_000015,"[[[0.3019608  0.40392157 0.5254902 ]
  [0.27450982 0.37254903 0.49411765]
  [0.17254902 0.2627451  0.3882353 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.3019608  0.40784314 0.5254902 ]
  [0.28627452 0.38431373 0.5058824 ]
  [0.16862746 0.25882354 0.38431373]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.30588236 0.40784314 0.5294118 ]
  [0.30588236 0.40392157 0.5254902 ]
  [0.16470589 0.25882354 0.3882353 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.6666667  0.6627451  0.69411767]
  [0.6666667  0.6627451  0.69411767]
  [0.6666667  0.6627451  0.69411767]
  ...
  [0.2627451  0.2627451  0.29411766]
  [0.2627451  0.25882354 0.29411766]
  [0.2627451  0.25882354 0.29411766]]

 [[0.6666667  0.6627451  0.69411767]
  [0.6666667  0.6627451  0.69411767]
  [0.6666667  0.6627451  0.69411767]
  ...
  [0.27058825 0.26666668 0.29803923]
  [0.26666668 0.2627451  0.29803923]
  [0.26666668 0.2627451  0.29803923]]

 [[0.6666667  0.6627451  0.69411767]
  [0.6666667  0.6627451  0.69411767]
  [0.6666667  0.6627451  0.69411767]
  ...
  [0.27450982 0.27450982 0.30588236]
  [0.27058825 0.27058825 0.3019608 ]
  [0.27058825 0.27058825 0.3019608 ]]]","[[0.16470589 0.16470589 0.16470589 ... 0.         0.         0.        ]
 [0.16470589 0.16470589 0.16470589 ... 0.         0.         0.        ]
 [0.16470589 0.16470589 0.16470589 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
366,miami_1_3_H_4_000016,"[[[0.21568628 0.3372549  0.4627451 ]
  [0.27058825 0.39607844 0.5254902 ]
  [0.2901961  0.40784314 0.53333336]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.21960784 0.34117648 0.46666667]
  [0.26666668 0.3882353  0.5176471 ]
  [0.27450982 0.39607844 0.5254902 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.22352941 0.34509805 0.47058824]
  [0.25490198 0.3764706  0.5058824 ]
  [0.26666668 0.38431373 0.5137255 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.6627451  0.65882355 0.6901961 ]
  [0.6627451  0.65882355 0.6901961 ]
  [0.6627451  0.65882355 0.6901961 ]
  ...
  [0.19215687 0.19215687 0.22352941]
  [0.19215687 0.19215687 0.22352941]
  [0.19215687 0.19215687 0.21960784]]

 [[0.6627451  0.65882355 0.6901961 ]
  [0.6627451  0.65882355 0.6901961 ]
  [0.6627451  0.65882355 0.6901961 ]
  ...
  [0.19215687 0.19215687 0.22352941]
  [0.19215687 0.19215687 0.22352941]
  [0.19215687 0.19215687 0.22352941]]

 [[0.6666667  0.6627451  0.69411767]
  [0.6666667  0.6627451  0.69411767]
  [0.6627451  0.65882355 0.6901961 ]
  ...
  [0.19215687 0.19215687 0.22352941]
  [0.19215687 0.19215687 0.22352941]
  [0.19215687 0.19215687 0.22352941]]]","[[0.16078432 0.16078432 0.16078432 ... 0.         0.         0.        ]
 [0.16078432 0.16078432 0.16078432 ... 0.         0.         0.        ]
 [0.16078432 0.16078432 0.16078432 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
367,miami_1_3_H_4_000017,"[[[0.20784314 0.2901961  0.41568628]
  [0.20784314 0.2784314  0.40392157]
  [0.19215687 0.27058825 0.39607844]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.19607843 0.27450982 0.39607844]
  [0.19215687 0.2627451  0.3882353 ]
  [0.17254902 0.24705882 0.37254903]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.18431373 0.25882354 0.38431373]
  [0.18431373 0.2509804  0.3764706 ]
  [0.17254902 0.24313726 0.37254903]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.67058825 0.6666667  0.69803923]
  [0.67058825 0.6666667  0.69803923]
  [0.67058825 0.6666667  0.69803923]
  ...
  [0.20784314 0.21568628 0.26666668]
  [0.20784314 0.21568628 0.26666668]
  [0.20784314 0.21568628 0.26666668]]

 [[0.67058825 0.6666667  0.69803923]
  [0.67058825 0.6666667  0.69803923]
  [0.6666667  0.6627451  0.69411767]
  ...
  [0.20784314 0.21568628 0.26666668]
  [0.20784314 0.21568628 0.26666668]
  [0.20784314 0.21568628 0.26666668]]

 [[0.67058825 0.6666667  0.69803923]
  [0.6666667  0.6627451  0.69411767]
  [0.6666667  0.6627451  0.69411767]
  ...
  [0.20784314 0.21568628 0.26666668]
  [0.20784314 0.21568628 0.26666668]
  [0.20784314 0.21568628 0.26666668]]]","[[0.15686275 0.15686275 0.15686275 ... 0.         0.         0.        ]
 [0.15686275 0.15686275 0.15686275 ... 0.         0.         0.        ]
 [0.15686275 0.15686275 0.15686275 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
368,miami_1_3_H_4_000018,"[[[0.21176471 0.29411766 0.4117647 ]
  [0.23529412 0.30980393 0.42745098]
  [0.23529412 0.29411766 0.41960785]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.21960784 0.29803923 0.41568628]
  [0.24705882 0.31764707 0.43137255]
  [0.28235295 0.33333334 0.45490196]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.21960784 0.2901961  0.40784314]
  [0.23921569 0.3019608  0.4117647 ]
  [0.28235295 0.32941177 0.44313726]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.6784314  0.6745098  0.69803923]
  [0.6745098  0.67058825 0.69411767]
  [0.67058825 0.6666667  0.6901961 ]
  ...
  [0.19215687 0.2        0.24705882]
  [0.19215687 0.2        0.24705882]
  [0.19215687 0.19607843 0.24705882]]

 [[0.6745098  0.67058825 0.69411767]
  [0.67058825 0.6666667  0.6901961 ]
  [0.6666667  0.6627451  0.6862745 ]
  ...
  [0.19215687 0.2        0.24705882]
  [0.19215687 0.19607843 0.24705882]
  [0.1882353  0.19607843 0.24313726]]

 [[0.67058825 0.6666667  0.6901961 ]
  [0.6666667  0.6627451  0.6862745 ]
  [0.6627451  0.65882355 0.68235296]
  ...
  [0.19215687 0.19607843 0.24705882]
  [0.1882353  0.19607843 0.24313726]
  [0.1882353  0.19607843 0.24313726]]]","[[0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 [0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 [0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
369,miami_1_3_H_4_000019,"[[[0.29411766 0.3137255  0.43137255]
  [0.31764707 0.3372549  0.45882353]
  [0.23921569 0.29803923 0.40392157]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.2901961  0.30980393 0.43137255]
  [0.29803923 0.3137255  0.4392157 ]
  [0.25490198 0.30980393 0.41960785]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.3019608  0.32156864 0.44705883]
  [0.3019608  0.3137255  0.44313726]
  [0.27058825 0.3254902  0.43529412]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.67058825 0.6627451  0.6862745 ]
  [0.67058825 0.65882355 0.68235296]
  [0.6627451  0.654902   0.6745098 ]
  ...
  [0.3019608  0.30980393 0.3647059 ]
  [0.29411766 0.3019608  0.3529412 ]
  [0.2901961  0.29803923 0.34901962]]

 [[0.6666667  0.65882355 0.68235296]
  [0.6666667  0.654902   0.6784314 ]
  [0.65882355 0.6509804  0.67058825]
  ...
  [0.30588236 0.3137255  0.36862746]
  [0.29803923 0.30588236 0.36078432]
  [0.29411766 0.3019608  0.35686275]]

 [[0.6627451  0.654902   0.6784314 ]
  [0.65882355 0.6509804  0.67058825]
  [0.654902   0.64705884 0.6666667 ]
  ...
  [0.30980393 0.31764707 0.37254903]
  [0.3019608  0.30980393 0.3647059 ]
  [0.29803923 0.30588236 0.36078432]]]","[[0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 [0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 [0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
370,miami_1_3_H_4_000020,"[[[0.25490198 0.31764707 0.43529412]
  [0.25882354 0.3137255  0.43529412]
  [0.19607843 0.25882354 0.38039216]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.27058825 0.33333334 0.4509804 ]
  [0.27058825 0.32941177 0.4509804 ]
  [0.19607843 0.25882354 0.38431373]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.28627452 0.34901962 0.46666667]
  [0.27058825 0.32941177 0.44705883]
  [0.2        0.2627451  0.38431373]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.68235296 0.6745098  0.69411767]
  [0.6784314  0.67058825 0.6901961 ]
  [0.6745098  0.6666667  0.6862745 ]
  ...
  [0.3529412  0.3529412  0.38431373]
  [0.3529412  0.3529412  0.38431373]
  [0.34901962 0.34901962 0.38039216]]

 [[0.6745098  0.6666667  0.6862745 ]
  [0.67058825 0.6627451  0.68235296]
  [0.67058825 0.6627451  0.68235296]
  ...
  [0.3529412  0.3529412  0.38431373]
  [0.3529412  0.3529412  0.38431373]
  [0.34901962 0.34901962 0.38039216]]

 [[0.6666667  0.65882355 0.6784314 ]
  [0.6666667  0.65882355 0.6784314 ]
  [0.6666667  0.65882355 0.6784314 ]
  ...
  [0.3529412  0.3529412  0.38431373]
  [0.3529412  0.3529412  0.38431373]
  [0.3529412  0.3529412  0.38431373]]]","[[0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 [0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 [0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00392157 0.00392157 0.00392157]
 [0.00784314 0.00784314 0.00784314 ... 0.00392157 0.00392157 0.00392157]
 [0.00784314 0.00784314 0.00784314 ... 0.00392157 0.00392157 0.00392157]]"
371,miami_1_3_H_4_000021,"[[[0.15686275 0.21960784 0.3529412 ]
  [0.16862746 0.23137255 0.36078432]
  [0.16862746 0.23921569 0.3647059 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.16078432 0.22745098 0.35686275]
  [0.16862746 0.23529412 0.3647059 ]
  [0.16470589 0.23921569 0.3647059 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.16470589 0.23137255 0.36078432]
  [0.17254902 0.23921569 0.36862746]
  [0.16470589 0.23921569 0.36078432]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.7372549  0.7294118  0.7490196 ]
  [0.7372549  0.7294118  0.7490196 ]
  [0.7372549  0.7294118  0.7490196 ]
  ...
  [0.38431373 0.3882353  0.42352942]
  [0.38431373 0.39215687 0.42352942]
  [0.38431373 0.39215687 0.42352942]]

 [[0.7372549  0.7294118  0.7490196 ]
  [0.7372549  0.7294118  0.7490196 ]
  [0.7372549  0.7294118  0.7490196 ]
  ...
  [0.38431373 0.3882353  0.42352942]
  [0.38431373 0.39215687 0.42352942]
  [0.38431373 0.39215687 0.42352942]]

 [[0.7372549  0.7294118  0.7490196 ]
  [0.7372549  0.7294118  0.7490196 ]
  [0.7372549  0.7294118  0.7490196 ]
  ...
  [0.38431373 0.3882353  0.42352942]
  [0.38431373 0.39215687 0.42352942]
  [0.38431373 0.39215687 0.42352942]]]","[[0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 [0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 [0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00392157 0.00392157 0.00392157]
 [0.00784314 0.00784314 0.00784314 ... 0.00392157 0.00392157 0.00392157]
 [0.00784314 0.00784314 0.00784314 ... 0.00392157 0.00392157 0.00392157]]"
