,name,image,depth
372,miami_1_3_H_4_000022,"[[[0.24705882 0.3372549  0.4509804 ]
  [0.3254902  0.42352942 0.5411765 ]
  [0.32156864 0.41960785 0.5372549 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.24705882 0.3372549  0.45490196]
  [0.3254902  0.41960785 0.5411765 ]
  [0.30588236 0.4        0.5254902 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.24313726 0.3372549  0.45490196]
  [0.3019608  0.4        0.52156866]
  [0.28627452 0.38431373 0.5058824 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.69411767 0.68235296 0.70980394]
  [0.69411767 0.68235296 0.70980394]
  [0.69411767 0.68235296 0.70980394]
  ...
  [0.39215687 0.39215687 0.44705883]
  [0.39607844 0.39215687 0.44705883]
  [0.39215687 0.39215687 0.44705883]]

 [[0.69411767 0.68235296 0.70980394]
  [0.69411767 0.68235296 0.70980394]
  [0.69411767 0.68235296 0.70980394]
  ...
  [0.39215687 0.39215687 0.44705883]
  [0.39607844 0.39215687 0.44705883]
  [0.39607844 0.39215687 0.44705883]]

 [[0.69411767 0.68235296 0.70980394]
  [0.69411767 0.68235296 0.70980394]
  [0.6901961  0.68235296 0.7058824 ]
  ...
  [0.39215687 0.39215687 0.44313726]
  [0.39607844 0.39215687 0.44705883]
  [0.39607844 0.39215687 0.44705883]]]","[[0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 [0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 [0.15294118 0.15294118 0.15294118 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
373,miami_1_3_H_4_000023,"[[[0.2784314  0.3529412  0.47843137]
  [0.26666668 0.3372549  0.4627451 ]
  [0.21568628 0.25490198 0.36862746]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.24313726 0.31764707 0.44313726]
  [0.21960784 0.28627452 0.41568628]
  [0.23137255 0.2784314  0.3882353 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.21960784 0.29411766 0.41960785]
  [0.24313726 0.3137255  0.4392157 ]
  [0.26666668 0.3137255  0.42352942]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.69803923 0.6901961  0.70980394]
  [0.69803923 0.6901961  0.70980394]
  [0.69803923 0.6901961  0.70980394]
  ...
  [0.3764706  0.38431373 0.4392157 ]
  [0.3764706  0.38431373 0.4392157 ]
  [0.3764706  0.38431373 0.4392157 ]]

 [[0.69803923 0.6901961  0.70980394]
  [0.69803923 0.6901961  0.70980394]
  [0.69411767 0.6862745  0.7058824 ]
  ...
  [0.3764706  0.38431373 0.4392157 ]
  [0.3764706  0.38431373 0.4392157 ]
  [0.3764706  0.38431373 0.4392157 ]]

 [[0.69803923 0.6901961  0.70980394]
  [0.69411767 0.6862745  0.7058824 ]
  [0.69411767 0.6862745  0.7058824 ]
  ...
  [0.3764706  0.38431373 0.4392157 ]
  [0.3764706  0.38431373 0.4392157 ]
  [0.3764706  0.38431373 0.4392157 ]]]","[[0.14901961 0.14901961 0.15294118 ... 0.         0.         0.        ]
 [0.14901961 0.14901961 0.15294118 ... 0.         0.         0.        ]
 [0.14901961 0.14901961 0.15294118 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
374,miami_1_3_H_4_000024,"[[[0.3137255  0.3372549  0.42352942]
  [0.31764707 0.3372549  0.41568628]
  [0.3137255  0.32156864 0.3882353 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.30588236 0.33333334 0.42352942]
  [0.30588236 0.32941177 0.41568628]
  [0.29411766 0.30588236 0.37254903]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.3019608  0.33333334 0.42352942]
  [0.29411766 0.32156864 0.40784314]
  [0.37254903 0.3882353  0.45490196]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.6627451  0.654902   0.6745098 ]
  [0.6627451  0.654902   0.6745098 ]
  [0.6666667  0.65882355 0.6784314 ]
  ...
  [0.31764707 0.3254902  0.3882353 ]
  [0.3137255  0.32156864 0.38431373]
  [0.3137255  0.31764707 0.38039216]]

 [[0.6666667  0.65882355 0.6784314 ]
  [0.6666667  0.65882355 0.68235296]
  [0.67058825 0.6627451  0.68235296]
  ...
  [0.32156864 0.32941177 0.39215687]
  [0.31764707 0.3254902  0.3882353 ]
  [0.3137255  0.32156864 0.38431373]]

 [[0.67058825 0.6627451  0.68235296]
  [0.67058825 0.6627451  0.68235296]
  [0.6745098  0.6666667  0.6862745 ]
  ...
  [0.3254902  0.32941177 0.39215687]
  [0.32156864 0.3254902  0.3882353 ]
  [0.31764707 0.3254902  0.3882353 ]]]","[[0.14901961 0.14901961 0.14901961 ... 0.         0.         0.        ]
 [0.14901961 0.14901961 0.14901961 ... 0.         0.         0.        ]
 [0.14901961 0.14901961 0.14901961 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
375,miami_1_3_H_4_000025,"[[[0.5372549  0.5647059  0.61960787]
  [0.53333336 0.5568628  0.6156863 ]
  [0.60784316 0.6313726  0.6901961 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.54901963 0.5803922  0.63529414]
  [0.5803922  0.60784316 0.6666667 ]
  [0.654902   0.6862745  0.74509805]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.56078434 0.6        0.654902  ]
  [0.62352943 0.65882355 0.7176471 ]
  [0.654902   0.6901961  0.74509805]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.69803923 0.6901961  0.70980394]
  [0.69803923 0.6901961  0.70980394]
  [0.69803923 0.6901961  0.70980394]
  ...
  [0.46666667 0.46666667 0.49019608]
  [0.4627451  0.4627451  0.4862745 ]
  [0.45882353 0.45882353 0.48235294]]

 [[0.69803923 0.6901961  0.70980394]
  [0.69803923 0.6901961  0.70980394]
  [0.7019608  0.69411767 0.7137255 ]
  ...
  [0.46666667 0.46666667 0.49019608]
  [0.4627451  0.4627451  0.4862745 ]
  [0.45882353 0.4627451  0.4862745 ]]

 [[0.7019608  0.69411767 0.7137255 ]
  [0.7019608  0.69411767 0.7137255 ]
  [0.7019608  0.69411767 0.7137255 ]
  ...
  [0.46666667 0.47058824 0.49411765]
  [0.4627451  0.46666667 0.49019608]
  [0.4627451  0.4627451  0.4862745 ]]]","[[0.14901961 0.14901961 0.14901961 ... 0.         0.         0.        ]
 [0.14901961 0.14901961 0.14901961 ... 0.         0.         0.        ]
 [0.14901961 0.14901961 0.14901961 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
376,miami_1_3_H_4_000026,"[[[0.5647059  0.61960787 0.67058825]
  [0.5882353  0.6392157  0.6901961 ]
  [0.54509807 0.5921569  0.6431373 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.57254905 0.627451   0.68235296]
  [0.58431375 0.6392157  0.6901961 ]
  [0.5058824  0.5529412  0.6       ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.5803922  0.63529414 0.6901961 ]
  [0.5803922  0.63529414 0.6862745 ]
  [0.4745098  0.52156866 0.5686275 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.69803923 0.6901961  0.70980394]
  [0.69803923 0.6901961  0.70980394]
  [0.7019608  0.69411767 0.7137255 ]
  ...
  [0.47843137 0.47058824 0.50980395]
  [0.4745098  0.46666667 0.50980395]
  [0.4745098  0.46666667 0.5058824 ]]

 [[0.69803923 0.6901961  0.70980394]
  [0.7019608  0.69411767 0.7137255 ]
  [0.7019608  0.69411767 0.7137255 ]
  ...
  [0.47843137 0.4745098  0.5137255 ]
  [0.47843137 0.47058824 0.50980395]
  [0.4745098  0.46666667 0.50980395]]

 [[0.7019608  0.69411767 0.7137255 ]
  [0.7019608  0.69411767 0.7137255 ]
  [0.7019608  0.69411767 0.7137255 ]
  ...
  [0.48235294 0.4745098  0.5137255 ]
  [0.47843137 0.47058824 0.50980395]
  [0.47843137 0.47058824 0.50980395]]]","[[0.14509805 0.14509805 0.14509805 ... 0.         0.         0.        ]
 [0.14509805 0.14509805 0.14509805 ... 0.         0.         0.        ]
 [0.14509805 0.14509805 0.14509805 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
377,miami_1_3_H_4_000027,"[[[0.32156864 0.45490196 0.5058824 ]
  [0.32156864 0.45882353 0.5058824 ]
  [0.32156864 0.45882353 0.50980395]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.3137255  0.44705883 0.49803922]
  [0.31764707 0.4509804  0.5019608 ]
  [0.32156864 0.4509804  0.5019608 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.30588236 0.43529412 0.4862745 ]
  [0.3137255  0.44705883 0.49411765]
  [0.31764707 0.44705883 0.49803922]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.68235296 0.6745098  0.69411767]
  [0.68235296 0.6745098  0.69411767]
  [0.68235296 0.6745098  0.69411767]
  ...
  [0.5137255  0.5176471  0.53333336]
  [0.5137255  0.5176471  0.53333336]
  [0.5137255  0.5176471  0.5372549 ]]

 [[0.68235296 0.6745098  0.69411767]
  [0.68235296 0.6745098  0.69411767]
  [0.68235296 0.6745098  0.69411767]
  ...
  [0.5137255  0.5176471  0.53333336]
  [0.5176471  0.5176471  0.5372549 ]
  [0.5176471  0.5176471  0.5372549 ]]

 [[0.68235296 0.6745098  0.69411767]
  [0.68235296 0.6745098  0.69411767]
  [0.68235296 0.6745098  0.69411767]
  ...
  [0.5176471  0.5176471  0.5372549 ]
  [0.5176471  0.5176471  0.5372549 ]
  [0.5176471  0.52156866 0.5372549 ]]]","[[0.14509805 0.14509805 0.14509805 ... 0.         0.         0.        ]
 [0.14509805 0.14509805 0.14509805 ... 0.         0.         0.        ]
 [0.14509805 0.14509805 0.14509805 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
378,miami_1_3_H_4_000028,"[[[0.29803923 0.43137255 0.47843137]
  [0.2901961  0.42352942 0.47058824]
  [0.28627452 0.41568628 0.45882353]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.29411766 0.42745098 0.4745098 ]
  [0.29411766 0.42352942 0.47058824]
  [0.28235295 0.41568628 0.45882353]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.29411766 0.42352942 0.47058824]
  [0.29411766 0.42352942 0.47058824]
  [0.28627452 0.41960785 0.45882353]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.7294118  0.72156864 0.73333335]
  [0.7294118  0.72156864 0.73333335]
  [0.7294118  0.72156864 0.73333335]
  ...
  [0.30980393 0.3019608  0.3529412 ]
  [0.3019608  0.29411766 0.34509805]
  [0.29803923 0.2901961  0.34117648]]

 [[0.7294118  0.72156864 0.73333335]
  [0.7294118  0.72156864 0.73333335]
  [0.7294118  0.72156864 0.73333335]
  ...
  [0.31764707 0.30980393 0.36078432]
  [0.30980393 0.3019608  0.3529412 ]
  [0.30588236 0.29803923 0.34901962]]

 [[0.7254902  0.7176471  0.7294118 ]
  [0.7254902  0.7176471  0.7294118 ]
  [0.7254902  0.7176471  0.7294118 ]
  ...
  [0.3254902  0.31764707 0.36862746]
  [0.31764707 0.30980393 0.36078432]
  [0.3137255  0.30588236 0.35686275]]]","[[0.14117648 0.14117648 0.14117648 ... 0.         0.         0.        ]
 [0.14117648 0.14117648 0.14117648 ... 0.         0.         0.        ]
 [0.14117648 0.14117648 0.14117648 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
379,miami_1_3_H_4_000029,"[[[0.3254902  0.4392157  0.48235294]
  [0.3137255  0.43529412 0.47843137]
  [0.32156864 0.44313726 0.48235294]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.3254902  0.44313726 0.4862745 ]
  [0.31764707 0.4392157  0.48235294]
  [0.3254902  0.44705883 0.4862745 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.32941177 0.44705883 0.49019608]
  [0.32156864 0.44313726 0.48235294]
  [0.32941177 0.4509804  0.49019608]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.72156864 0.7137255  0.7254902 ]
  [0.72156864 0.7137255  0.7254902 ]
  [0.72156864 0.7137255  0.7254902 ]
  ...
  [0.32156864 0.3254902  0.34901962]
  [0.32156864 0.32156864 0.34509805]
  [0.31764707 0.32156864 0.34509805]]

 [[0.72156864 0.7137255  0.7254902 ]
  [0.72156864 0.7137255  0.7254902 ]
  [0.72156864 0.7137255  0.7254902 ]
  ...
  [0.32941177 0.32941177 0.35686275]
  [0.3254902  0.32941177 0.3529412 ]
  [0.3254902  0.3254902  0.34901962]]

 [[0.72156864 0.7137255  0.7254902 ]
  [0.72156864 0.7137255  0.7254902 ]
  [0.72156864 0.7137255  0.7254902 ]
  ...
  [0.3372549  0.3372549  0.36078432]
  [0.33333334 0.33333334 0.35686275]
  [0.32941177 0.33333334 0.35686275]]]","[[0.13725491 0.13725491 0.13725491 ... 0.         0.         0.        ]
 [0.13725491 0.13725491 0.13725491 ... 0.         0.         0.        ]
 [0.13725491 0.13725491 0.13725491 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
380,miami_1_3_H_4_000030,"[[[0.36862746 0.49411765 0.5411765 ]
  [0.36078432 0.4862745  0.53333336]
  [0.36862746 0.49803922 0.5411765 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.3764706  0.5058824  0.5529412 ]
  [0.37254903 0.49803922 0.5411765 ]
  [0.38039216 0.5058824  0.54901963]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.3882353  0.5137255  0.56078434]
  [0.38039216 0.50980395 0.5529412 ]
  [0.3882353  0.5137255  0.5568628 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.69411767 0.6862745  0.69803923]
  [0.69411767 0.6862745  0.69803923]
  [0.69411767 0.6862745  0.69803923]
  ...
  [0.35686275 0.36078432 0.36862746]
  [0.35686275 0.36078432 0.36862746]
  [0.35686275 0.36078432 0.36862746]]

 [[0.69411767 0.6862745  0.69803923]
  [0.69411767 0.6862745  0.69803923]
  [0.6901961  0.68235296 0.69411767]
  ...
  [0.35686275 0.36078432 0.36862746]
  [0.35686275 0.36078432 0.36862746]
  [0.35686275 0.36078432 0.36862746]]

 [[0.6901961  0.68235296 0.69411767]
  [0.6901961  0.68235296 0.69411767]
  [0.6901961  0.68235296 0.69411767]
  ...
  [0.35686275 0.36078432 0.36862746]
  [0.35686275 0.36078432 0.36862746]
  [0.35686275 0.36078432 0.36862746]]]","[[0.13333334 0.13333334 0.12941177 ... 0.         0.         0.        ]
 [0.13333334 0.13333334 0.12941177 ... 0.         0.         0.        ]
 [0.13333334 0.13333334 0.12941177 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
381,miami_1_3_H_4_000031,"[[[0.43529412 0.54901963 0.5882353 ]
  [0.44313726 0.54901963 0.5882353 ]
  [0.44313726 0.5529412  0.59607846]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.44313726 0.5529412  0.5921569 ]
  [0.45490196 0.56078434 0.59607846]
  [0.4509804  0.56078434 0.6       ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.4509804  0.5568628  0.5921569 ]
  [0.46666667 0.5647059  0.6       ]
  [0.45882353 0.5647059  0.6039216 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.6784314  0.67058825 0.68235296]
  [0.6784314  0.67058825 0.68235296]
  [0.6784314  0.67058825 0.68235296]
  ...
  [0.32941177 0.32941177 0.32941177]
  [0.32941177 0.32941177 0.32941177]
  [0.32941177 0.32941177 0.32941177]]

 [[0.6784314  0.67058825 0.68235296]
  [0.6784314  0.67058825 0.68235296]
  [0.6784314  0.67058825 0.68235296]
  ...
  [0.3372549  0.3372549  0.3372549 ]
  [0.32941177 0.32941177 0.32941177]
  [0.32941177 0.32941177 0.32941177]]

 [[0.6784314  0.67058825 0.68235296]
  [0.6784314  0.67058825 0.68235296]
  [0.68235296 0.67058825 0.6862745 ]
  ...
  [0.34509805 0.34509805 0.34901962]
  [0.34117648 0.34117648 0.34117648]
  [0.3372549  0.3372549  0.3372549 ]]]","[[0.12941177 0.12941177 0.1254902  ... 0.         0.         0.        ]
 [0.12941177 0.12941177 0.1254902  ... 0.         0.         0.        ]
 [0.12941177 0.12941177 0.1254902  ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
382,miami_1_3_H_4_000032,"[[[0.45882353 0.5529412  0.5882353 ]
  [0.45882353 0.5529412  0.5921569 ]
  [0.42352942 0.53333336 0.5686275 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.45490196 0.5529412  0.5882353 ]
  [0.4509804  0.54901963 0.5882353 ]
  [0.41568628 0.5294118  0.5647059 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.4509804  0.54901963 0.5882353 ]
  [0.44705883 0.54509807 0.58431375]
  [0.4117647  0.5254902  0.5647059 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.63529414 0.6156863  0.6313726 ]
  [0.63529414 0.6156863  0.6313726 ]
  [0.63529414 0.61960787 0.6313726 ]
  ...
  [0.3764706  0.3764706  0.37254903]
  [0.3764706  0.3764706  0.3764706 ]
  [0.38039216 0.38039216 0.3764706 ]]

 [[0.6392157  0.61960787 0.63529414]
  [0.6392157  0.61960787 0.63529414]
  [0.6392157  0.61960787 0.63529414]
  ...
  [0.3764706  0.3764706  0.38039216]
  [0.3764706  0.3764706  0.3764706 ]
  [0.3764706  0.3764706  0.3764706 ]]

 [[0.6431373  0.62352943 0.6392157 ]
  [0.6431373  0.62352943 0.6392157 ]
  [0.6431373  0.62352943 0.6392157 ]
  ...
  [0.38039216 0.38039216 0.38431373]
  [0.38039216 0.38039216 0.38039216]
  [0.38039216 0.38039216 0.38039216]]]","[[0.1254902  0.12156863 0.12156863 ... 0.         0.         0.        ]
 [0.1254902  0.12156863 0.12156863 ... 0.         0.         0.        ]
 [0.1254902  0.1254902  0.12156863 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
383,miami_1_3_H_4_000033,"[[[0.43529412 0.54509807 0.5882353 ]
  [0.43137255 0.5411765  0.5803922 ]
  [0.41568628 0.5294118  0.56078434]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.4392157  0.54901963 0.5921569 ]
  [0.43529412 0.54509807 0.58431375]
  [0.41960785 0.5294118  0.5647059 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.4392157  0.54901963 0.5921569 ]
  [0.4392157  0.54901963 0.58431375]
  [0.41960785 0.5294118  0.5647059 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.64705884 0.6392157  0.6431373 ]
  [0.64705884 0.6392157  0.6431373 ]
  [0.6509804  0.6431373  0.64705884]
  ...
  [0.25882354 0.25490198 0.2784314 ]
  [0.2627451  0.25882354 0.2784314 ]
  [0.2627451  0.25882354 0.2784314 ]]

 [[0.6509804  0.6392157  0.6431373 ]
  [0.6509804  0.6431373  0.64705884]
  [0.654902   0.64705884 0.6509804 ]
  ...
  [0.25882354 0.25490198 0.2784314 ]
  [0.2627451  0.25882354 0.2784314 ]
  [0.2627451  0.25882354 0.2784314 ]]

 [[0.6509804  0.6431373  0.64705884]
  [0.6509804  0.6431373  0.64705884]
  [0.654902   0.64705884 0.6509804 ]
  ...
  [0.25882354 0.25490198 0.2784314 ]
  [0.25882354 0.25490198 0.2784314 ]
  [0.2627451  0.25882354 0.2784314 ]]]","[[0.11764706 0.11764706 0.11764706 ... 0.         0.         0.        ]
 [0.11764706 0.11764706 0.11764706 ... 0.         0.         0.        ]
 [0.11764706 0.11764706 0.11764706 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
